totinc,p,ainc,pop,tinc,sinc,year,iso
152542.34066401594,0.95,785638.3023953227,32086957.277852226,502745.5550138707,0.20601186502722962,2004,ES
152542.34066401594,0.99,1724596.5633374692,32086957.277852226,1422934.6329498063,0.05652845484834813,2004,ES
152542.34066401594,0.9949999999999999,3046135.8049339075,32086957.277852226,2121959.76986047,0.07987646686616144,2004,ES
152542.34066401594,0.999,8470891.869125132,32086957.277852226,5185188.125056464,0.049978272583371994,2004,ES
152542.34066401594,0.9998999999999999,44042109.92406012,32086957.277852226,19315147.645994764,0.028872055936987145,2004,ES
166082.67427869551,0,0,32787485.28228331,1.0505346641793729e-8,0,2005,ES
166082.67427869551,0.1,1143.2273584182167,32787485.28228331,0.001058385758465259,6.883483562528749e-4,2005,ES
166082.67427869551,0.2,4833.728822676007,32787485.28228331,3021.2146837077657,0.0029104353260622205,2005,ES
166082.67427869551,0.3,46439.91589375554,32787485.28228331,18045.042916144244,0.027961926850856775,2005,ES
166082.67427869551,0.4,75383.43939067938,32787485.28228331,65789.78696708781,0.045389104985256896,2005,ES
166082.67427869551,0.5,92620.47780122666,32787485.28228331,84252.21075532891,0.05576769413394955,2005,ES
166082.67427869551,0.6,117171.3055156194,32787485.28228331,102864.52378059755,0.07054998724249811,2005,ES
166082.67427869551,0.7,148474.00667487082,32787485.28228331,133540.836457957,0.04469882464251621,2005,ES
166082.67427869551,0.75,183570.3219829165,32787485.28228331,164501.1546467209,0.05526474172582143,2005,ES
166082.67427869551,0.8,261986.76904567817,32787485.28228331,206036.9031785116,0.1577447919739361,2005,ES
166082.67427869551,0.9,421632.22475254466,32787485.28228331,338938.1268030712,0.12693443990582154,2005,ES
166082.67427869551,0.95,848283.1525842387,32787485.28228331,542031.136938091,0.20430382790218696,2005,ES
166082.67427869551,0.99,1844567.4831019263,32787485.28228331,1531726.536232732,0.05553160469967521,2005,ES
166082.67427869551,0.9949999999999999,3276726.512688665,32787485.28228331,2311017.333567868,0.07891796123634759,2005,ES
166082.67427869551,0.999,9005251.82197381,32787485.28228331,5505128.781206394,0.0487993505341525,2005,ES
166082.67427869551,0.9998999999999999,40751640.15957266,32787485.28228331,20070379.573029175,0.024536960484649956,2005,ES
175782.8651839339,0,0.03761525439144411,33353022.929746553,2.5565081198286072e-8,2.1398703651851757e-8,2006,ES
175782.8651839339,0.1,1479.5569907178974,33353022.929746553,9.021234030888893,8.416957984896501e-4,2006,ES
175782.8651839339,0.2,5853.909887272326,33353022.929746553,3016.185009151576,0.0033301936916018357,2006,ES
175782.8651839339,0.3,45797.19210541045,33353022.929746553,21363.606076533382,0.02605327433791096,2006,ES
175782.8651839339,0.4,72419.56332052762,33353022.929746553,60806.26214210261,0.04119830635639598,2006,ES
175782.8651839339,0.5,89591.77991521423,33353022.929746553,80759.37985922676,0.05096729981131441,2006,ES
175782.8651839339,0.6,112807.48011790871,33353022.929746553,99269.94091263824,0.06417433235023809,2006,ES
175782.8651839339,0.7,147622.23335287164,33353022.929746553,131899.81547069142,0.04198993832487721,2006,ES
175782.8651839339,0.75,184444.58593876509,33353022.929746553,163166.85168565865,0.05246375570957046,2006,ES
175782.8651839339,0.8,268551.8332279525,33353022.929746553,206068.33638815692,0.1527747502277585,2006,ES
175782.8651839339,0.9,444610.8508609575,33353022.929746553,351288.1289926482,0.1264659244220788,2006,ES
175782.8651839339,0.95,961250.3933218138,33353022.929746553,594567.4967323064,0.21873585740361925,2006,ES
175782.8651839339,0.99,2122597.6140309083,33353022.929746553,1773147.3776575804,0.060375555143268415,2006,ES
175782.8651839339,0.9949999999999999,3728485.110849911,33353022.929746553,2636511.4378163866,0.08484297048972649,2006,ES
175782.8651839339,0.999,9823412.264059156,33353022.929746553,6272182.422960493,0.050295408647488125,2006,ES
175782.8651839339,0.9998999999999999,44808310.741865344,33353022.929746553,21727119.833162352,0.025490715886912013,2006,ES
182532.3790324835,0,3.1349333539588964e-4,34046356.4924335,3.94861348520041e-11,1.7174669889121444e-10,2007,ES
182532.3790324835,0.1,1412.0416178792786,34046356.4924335,8.937806864348754,7.735841856463129e-4,2007,ES
182532.3790324835,0.2,6762.193966637623,34046356.4924335,3002.5809658758426,0.0037046544851279347,2007,ES
182532.3790324835,0.3,46189.859799389,34046356.4924335,24097.702353494155,0.02530502261802497,2007,ES
182532.3790324835,0.4,72158.409395894,34046356.4924335,60636.722458087606,0.03953184074977332,2007,ES
182532.3790324835,0.5,91043.01223373263,34046356.4924335,82003.21607501655,0.049877732770650295,2007,ES
182532.3790324835,0.6,112020.54605285419,34046356.4924335,99045.03454350356,0.06137023285765588,2007,ES
182532.3790324835,0.7,148667.93515525304,34046356.4924335,132321.1949239856,0.04072371596296244,2007,ES
182532.3790324835,0.75,188083.62411661883,34046356.4924335,166922.26179727525,0.05152061927685379,2007,ES
182532.3790324835,0.8,279824.31592023926,34046356.4924335,210602.4518104303,0.15330119368599346,2007,ES
182532.3790324835,0.9,470260.8481484985,34046356.4924335,369650.32820250245,0.12881573412923364,2007,ES
182532.3790324835,0.95,1016945.0038804011,34046356.4924335,629927.2607434897,0.2228525172949017,2007,ES
182532.3790324835,0.99,2260230.987857718,34046356.4924335,1889050.54350728,0.061913152062063444,2007,ES
182532.3790324835,0.9949999999999999,3833674.147579206,34046356.4924335,2733911.1614208682,0.08401082959417462,2007,ES
182532.3790324835,0.999,10209353.580505764,34046356.4924335,6443391.090216342,0.050338566073359535,2007,ES
182532.3790324835,0.9998999999999999,47386508.24170374,34046356.4924335,21977866.511119206,0.025960604081820587,2007,ES
178586.48442453053,0,0,34612127.43473778,3.9829008400148446e-9,0,2008,ES
178586.48442453053,0.1,0.25592103533719585,34612127.43473778,5.457689571969696e-4,1.433036974560896e-7,2008,ES
178586.48442453053,0.2,8809.178590120728,34612127.43473778,5.849270886769315,0.004932724118797147,2008,ES
178586.48442453053,0.3,45750.613197980485,34612127.43473778,32032.277765660543,0.025618183450671163,2008,ES
178586.48442453053,0.4,72454.89621099933,34612127.43473778,61844.49361170748,0.040571321197387857,2008,ES
178586.48442453053,0.5,90076.35577625295,34612127.43473778,80926.01132125196,0.05043850662412173,2008,ES
178586.48442453053,0.6,108288.78196167188,34612127.43473778,98136.28333297784,0.060636605457919754,2008,ES
178586.48442453053,0.7,140047.0111462242,34612127.43473778,124732.39880821045,0.039209857228979524,2008,ES
178586.48442453053,0.75,181130.62777494817,34612127.43473778,158730.37410027767,0.050712300082118744,2008,ES
178586.48442453053,0.8,277585.7666089965,34612127.43473778,207375.75260390158,0.1554349241508824,2008,ES
178586.48442453053,0.9,487076.8020248439,34612127.43473778,378944.0343455722,0.13637000683292996,2008,ES
178586.48442453053,0.95,1005676.5669248387,34612127.43473778,651733.1157934968,0.22525255932227772,2008,ES
178586.48442453053,0.99,2120297.4607775207,34612127.43473778,1767732.3491857825,0.0593633238150645,2008,ES
178586.48442453053,0.9949999999999999,3711757.6833825116,34612127.43473778,2639735.4867620375,0.08313636265013509,2008,ES
178586.48442453053,0.999,9091218.749795632,34612127.43473778,6135974.713143487,0.04581587963490522,2008,ES
178586.48442453053,0.9998999999999999,40194999.612967975,34612127.43473778,18771260.085133333,0.022507302130130864,2008,ES
162389.32077836298,0,0,34890003.77218157,9.299311419587973e-10,0,2009,ES
162389.32077836298,0.1,0.12534089695861367,34890003.77218157,5.442243443537466e-4,7.718543088783848e-8,2009,ES
162389.32077836298,0.2,7399.740757506772,34890003.77218157,2.8921242171481776,0.004556790263077894,2009,ES
162389.32077836298,0.3,37017.958414976725,34890003.77218157,25191.153830505158,0.02279580839278261,2009,ES
162389.32077836298,0.4,59752.55019197415,34890003.77218157,50978.00535374761,0.03679586188646444,2009,ES
162389.32077836298,0.5,77317.4099118264,34890003.77218157,71453.31903206428,0.04761237348689514,2009,ES
162389.32077836298,0.6,92066.93293520056,34890003.77218157,82298.32005866576,0.05669518937200191,2009,ES
162389.32077836298,0.7,120583.51284252423,34890003.77218157,107623.34805266686,0.03712790726155654,2009,ES
162389.32077836298,0.75,158958.8782183999,34890003.77218157,137189.98155107445,0.04894375980405604,2009,ES
